step,reward,success_rate,distil_loss,bc_flow_loss,q_loss,critic_loss,mse
1,-0.40480923652648926,0.0,0.5142664313316345,0.0,0.40480923652648926,11.389360427856445,0.239092156291008
5000,-73.26309204101562,0.0,0.005456005688756704,0.0,73.26309204101562,2.131192207336426,0.05633290484547615
10000,-119.7906494140625,0.0,0.0047572278417646885,0.0,119.7906494140625,8.152432441711426,0.04199002683162689
15000,-147.59716796875,0.0,0.006314264144748449,0.0,147.59716796875,5.89182186126709,0.053147077560424805
20000,-158.0048828125,0.0,0.005977859254926443,0.0,158.0048828125,7.585086345672607,0.04377727583050728
25000,-160.72366333007812,0.0,0.0049572899006307125,0.0,160.72366333007812,9.355194091796875,0.0357172004878521
30000,-164.78897094726562,0.0,0.004732832312583923,0.0,164.78897094726562,8.637351989746094,0.03602537512779236
35000,-171.2359619140625,0.0,0.004734882619231939,0.0,171.2359619140625,7.646608352661133,0.0359518826007843
40000,-176.27732849121094,0.0,0.006272628903388977,0.0,176.27732849121094,6.957562446594238,0.03132673725485802
45000,-177.17677307128906,0.0,0.004800320137292147,0.0,177.17677307128906,5.407831192016602,0.036543991416692734
50000,-175.38706970214844,0.0,0.006893043871968985,0.0,175.38706970214844,9.509843826293945,0.0382484570145607
55000,-183.073486328125,0.0,0.00678277900442481,0.0,183.073486328125,6.9370927810668945,0.03459414467215538
60000,-174.5552215576172,0.0,0.0063213142566382885,0.0,174.5552215576172,5.105409145355225,0.035511620342731476
65000,-178.92713928222656,0.0,0.005120530724525452,0.0,178.92713928222656,5.70422887802124,0.034189965575933456
70000,-184.5703125,0.0,0.0043245037086308,0.0,184.5703125,7.636160373687744,0.036059219390153885
75000,-176.496826171875,0.0,0.004912477917969227,0.0,176.496826171875,6.405515670776367,0.02422708086669445
80000,-182.05014038085938,0.0,0.005340894218534231,0.0,182.05014038085938,6.4264607429504395,0.03477399796247482
85000,-182.70709228515625,0.0,0.004777390044182539,0.0,182.70709228515625,14.67611312866211,0.035941995680332184
90000,-189.13894653320312,0.0,0.004357367288321257,0.0,189.13894653320312,7.724489212036133,0.029936879873275757
95000,-186.63677978515625,0.0,0.005971319042146206,0.0,186.63677978515625,4.120067119598389,0.029636040329933167
100000,-183.12576293945312,0.0,0.004531249403953552,0.0,183.12576293945312,5.879011154174805,0.037943895906209946
100000,-183.12576293945312,0.0,0.004531249403953552,0.0,183.12576293945312,5.879011154174805,0.037943895906209946
