step,reward,success_rate,distil_loss,bc_flow_loss,q_loss,critic_loss,mse
275000,-1.0013784049078822e-05,0.0,3.396775355213322e-05,0.0,1.0013784049078822e-05,1.4788307245439114e-09,7.889621338108554e-05
280000,-3.3818359952419996e-05,0.0,2.9269433071021922e-05,0.0,3.3818359952419996e-05,7.969995152734555e-08,8.704969513928518e-05
285000,-5.958517431281507e-05,0.0,5.043761484557763e-05,0.0,5.958517431281507e-05,2.0887135576685978e-08,6.457515701185912e-05
290000,-0.0003093117557000369,0.0,6.443429447244853e-05,0.0,0.0003093117557000369,5.678886805249306e-10,6.83163816574961e-05
295000,0.0003234759788028896,0.0,4.221634299028665e-05,0.0,-0.0003234759788028896,3.246366020448477e-07,5.10458012286108e-05
300000,-7.973817992024124e-05,0.0,3.234281757613644e-05,0.0,7.973817992024124e-05,1.918496650432644e-08,3.53845207428094e-05
300000,-7.973817992024124e-05,0.0,3.234281757613644e-05,0.0,7.973817992024124e-05,1.918496650432644e-08,3.53845207428094e-05
305000,0.1050989180803299,0.0,0.001295620109885931,0.0,-0.1050989180803299,8.086537854978815e-05,0.001906619407236576
310000,0.18199123442173004,0.0,0.0001790611568139866,0.0,-0.18199123442173004,5.2450555813265964e-05,0.0006102786865085363
315000,0.7772305011749268,0.0,0.0054918499663472176,0.0,-0.7772305011749268,0.0014033874031156301,0.006326184142380953
320000,1.5127836465835571,0.0,0.0011808918789029121,0.0,-1.5127836465835571,0.00013984987162984908,0.0022554255556315184
325000,1.5498888492584229,0.0,0.0011017870856449008,0.0,-1.5498888492584229,0.00013346775085665286,0.0016593537293374538
330000,2.0054919719696045,0.0,0.0025236227083951235,0.0,-2.0054919719696045,0.0004277090192772448,0.0032589538022875786
335000,3.0057811737060547,0.0,0.004094734322279692,0.0,-3.0057811737060547,0.005355413071811199,0.004650776274502277
340000,4.811651706695557,0.0,0.007042088080197573,0.0,-4.811651706695557,0.00913187488913536,0.0078050969168543816
345000,7.700476169586182,0.0,0.008882913738489151,0.0,-7.700476169586182,0.007076880428940058,0.009513813070952892
350000,10.201831817626953,0.0,0.010036381892859936,0.0,-10.201831817626953,0.012666353955864906,0.010555165819823742
355000,12.744661331176758,0.0,0.007000336889177561,0.0,-12.744661331176758,0.00965789146721363,0.007550220936536789
360000,13.885560035705566,0.0,0.007007916457951069,0.0,-13.885560035705566,0.004377639852464199,0.007532949093729258
365000,13.125909805297852,0.0,0.007422218564897776,0.0,-13.125909805297852,0.009593847207725048,0.00864936038851738
370000,13.775424003601074,0.0,0.004071188624948263,0.0,-13.775424003601074,0.002304602414369583,0.005153182428330183
375000,12.78350830078125,0.0,0.0065620820969343185,0.0,-12.78350830078125,0.0040274979546666145,0.007651894353330135
380000,13.166211128234863,0.0,0.0077293869107961655,0.0,-13.166211128234863,0.003953318577259779,0.008789916522800922
385000,12.708076477050781,0.0,0.005140503868460655,0.0,-12.708076477050781,0.0046220142394304276,0.005970621015876532
390000,11.839066505432129,0.0,0.003749397350475192,0.0,-11.839066505432129,0.001168849878013134,0.0047781080938875675
395000,12.351150512695312,0.0,0.006721501238644123,0.0,-12.351150512695312,0.0025809365324676037,0.007522168103605509
400000,11.240257263183594,0.0,0.0028846801724284887,0.0,-11.240257263183594,0.0011983116855844855,0.004054951947182417
400000,11.240257263183594,0.0,0.0028846801724284887,0.0,-11.240257263183594,0.0011983116855844855,0.004054951947182417
405000,9.743284225463867,0.0,0.00296075944788754,0.0,-9.743284225463867,0.0007276049582287669,0.004141546785831451
410000,9.979029655456543,0.0,0.004578936379402876,0.0,-9.979029655456543,0.001423120265826583,0.005649923346936703
415000,9.997336387634277,0.0,0.0037113323342055082,0.0,-9.997336387634277,0.0015495369443669915,0.0049017551355063915
420000,9.694893836975098,0.0,0.0037329571787267923,0.0,-9.694893836975098,0.0008799588540568948,0.004688282497227192
425000,9.18167781829834,0.0,0.003908426035195589,0.0,-9.18167781829834,0.0014383381931111217,0.0048238239251077175
430000,9.111520767211914,0.0,0.003225066466256976,0.0,-9.111520767211914,0.0008031697361730039,0.0042222714982926846
435000,8.585039138793945,0.0,0.002503897761926055,0.0,-8.585039138793945,0.0005741711938753724,0.0034695658832788467
440000,7.726620197296143,0.0,0.0016671954654157162,0.0,-7.726620197296143,0.0009811646305024624,0.0025164331309497356
445000,7.784586429595947,0.0,0.008014370687305927,0.0,-7.784586429595947,0.00149868696462363,0.009006807580590248
450000,8.686907768249512,0.0,0.004828835371881723,0.0,-8.686907768249512,0.004394003190100193,0.005609825719147921
455000,11.184743881225586,0.0,0.007125454489141703,0.0,-11.184743881225586,0.004829704761505127,0.007937024347484112
460000,13.269973754882812,0.0,0.008295909501612186,0.0,-13.269973754882812,0.0026624491438269615,0.009010937996208668
465000,13.882905960083008,0.0,0.011910857632756233,0.0,-13.882905960083008,0.01108910795301199,0.012263406068086624
470000,16.08892822265625,0.0,0.013918762095272541,0.0,-16.08892822265625,0.005209346301853657,0.015118652023375034
475000,15.971431732177734,0.0,0.006739410106092691,0.0,-15.971431732177734,0.0037158303894102573,0.007799467537552118
480000,15.763811111450195,0.0,0.005498185288161039,0.0,-15.763811111450195,0.0013504187809303403,0.006278628017753363
485000,15.445165634155273,0.0,0.007843391969799995,0.0,-15.445165634155273,0.0024575884453952312,0.008920008316636086
490000,16.35836410522461,0.0,0.008805627003312111,0.0,-16.35836410522461,0.8750481605529785,0.009620693512260914
495000,18.263900756835938,0.0,0.009913381189107895,0.0,-18.263900756835938,0.003683618735522032,0.010957892052829266
500000,18.283832550048828,0.0,0.011059407144784927,0.0,-18.283832550048828,0.0014849314466118813,0.011882261373102665
500000,18.283832550048828,0.0,0.011059407144784927,0.0,-18.283832550048828,0.0014849314466118813,0.011882261373102665
505000,15.847721099853516,0.0,0.0036329771392047405,0.0,-15.847721099853516,0.0010613726917654276,0.004652857780456543
510000,17.23694610595703,0.0,0.012009579688310623,0.0,-17.23694610595703,0.0051070163026452065,0.01272554136812687
515000,19.127532958984375,0.0,0.008887659758329391,0.0,-19.127532958984375,0.003907392267137766,0.009721723385155201
520000,18.212726593017578,0.0,0.004974324256181717,0.0,-18.212726593017578,0.001849295338615775,0.0060649411752820015
525000,15.470808029174805,0.0,0.0020379156339913607,0.0,-15.470808029174805,0.0006815465167164803,0.003049697959795594
530000,16.475936889648438,0.0,0.009641881100833416,0.0,-16.475936889648438,0.005091958213597536,0.010421489365398884
535000,17.81024169921875,0.0,0.009849521331489086,0.0,-17.81024169921875,0.0060504768043756485,0.010678407736122608
540000,17.242244720458984,0.0,0.006859045475721359,0.0,-17.242244720458984,0.0023731249384582043,0.007891152054071426
545000,18.23175811767578,0.0,0.009397587738931179,0.0,-18.23175811767578,0.003417806699872017,0.009857824072241783
550000,17.090017318725586,0.0,0.007907869294285774,0.0,-17.090017318725586,0.0043757325038313866,0.008629870600998402
555000,21.809953689575195,0.0,0.010959995910525322,0.0,-21.809953689575195,0.006741255056113005,0.011775585822761059
560000,27.557308197021484,0.0,0.012745987623929977,0.0,-27.557308197021484,0.005458352155983448,0.013317382894456387
565000,31.586299896240234,0.0,0.018257636576890945,0.0,-31.586299896240234,0.008752871304750443,0.018557945266366005
570000,35.576595306396484,0.0,0.013505937531590462,0.0,-35.576595306396484,0.007748658303171396,0.014145849272608757
575000,36.53276824951172,0.0,0.014429797418415546,0.0,-36.53276824951172,0.011725920252501965,0.014836092479526997
580000,39.674217224121094,0.0,0.012525061145424843,0.0,-39.674217224121094,0.0158909372985363,0.013538465835154057
585000,45.31999969482422,0.0,0.01496443897485733,0.0,-45.31999969482422,0.012334484606981277,0.01576348766684532
590000,46.207115173339844,0.0,0.016306480392813683,0.0,-46.207115173339844,0.014581305906176567,0.017051678150892258
595000,49.92213439941406,0.0,0.02157721109688282,0.0,-49.92213439941406,0.01634891889989376,0.021798666566610336
600000,49.877479553222656,0.0,0.014581787399947643,0.0,-49.877479553222656,0.019545182585716248,0.015278967097401619
600000,49.877479553222656,0.0,0.014581787399947643,0.0,-49.877479553222656,0.019545182585716248,0.015278967097401619
605000,50.21996307373047,0.0,0.014851866289973259,0.0,-50.21996307373047,0.018906939774751663,0.015446375124156475
610000,52.036869049072266,0.0,0.01836683601140976,0.0,-52.036869049072266,0.01025484036654234,0.0181387010961771
615000,52.617431640625,0.0,0.01504617277532816,0.0,-52.617431640625,0.020742401480674744,0.01644909754395485
620000,53.415740966796875,0.0,0.017959443852305412,0.0,-53.415740966796875,0.03512205556035042,0.018761705607175827
625000,51.04895782470703,0.0,0.01469412725418806,0.0,-51.04895782470703,0.03689759224653244,0.01527151558548212
630000,52.70464324951172,0.0,0.01116225216537714,0.0,-52.70464324951172,0.006259974092245102,0.01200960110872984
635000,49.97792434692383,0.0,0.02003973163664341,0.0,-49.97792434692383,0.01012942660599947,0.021086502820253372
640000,52.322418212890625,0.0,0.014775115065276623,0.0,-52.322418212890625,0.0695590227842331,0.01554775983095169
645000,55.798458099365234,0.0,0.014719787053763866,0.0,-55.798458099365234,0.015671439468860626,0.015596514567732811
650000,52.457115173339844,0.0,0.014231335371732712,0.0,-52.457115173339844,0.0461728572845459,0.01488657109439373
655000,55.65638732910156,0.0,0.016202833503484726,0.0,-55.65638732910156,0.02577194571495056,0.01709718629717827
660000,54.90379333496094,0.0,0.013464909046888351,0.0,-54.90379333496094,0.020613238215446472,0.014515543356537819
665000,54.056610107421875,0.0,0.017960939556360245,0.0,-54.056610107421875,0.04764801263809204,0.019285155460238457
670000,51.59978103637695,0.0,0.016281714662909508,0.0,-51.59978103637695,0.017488284036517143,0.01759394071996212
675000,51.32950973510742,0.0,0.011653213761746883,0.0,-51.32950973510742,0.010159038007259369,0.01254510972648859
680000,48.74280548095703,0.0,0.012951785698533058,0.0,-48.74280548095703,0.01779497042298317,0.013686408288776875
685000,49.92762756347656,0.0,0.012569311074912548,0.0,-49.92762756347656,0.026203934103250504,0.0140701187774539
690000,47.08134460449219,0.0,0.011870156042277813,0.0,-47.08134460449219,0.021750465035438538,0.012922720052301884
695000,44.741539001464844,0.0,0.012074685655534267,0.0,-44.741539001464844,0.03837871551513672,0.013325068168342113
700000,43.638458251953125,0.0,0.013303297571837902,0.0,-43.638458251953125,0.015682514756917953,0.014910278841853142
700000,43.638458251953125,0.0,0.013303297571837902,0.0,-43.638458251953125,0.015682514756917953,0.014910278841853142
705000,43.85951232910156,0.0,0.01822608709335327,0.0,-43.85951232910156,0.09250578284263611,0.01928437314927578
710000,43.93250274658203,0.0,0.017374254763126373,0.0,-43.93250274658203,0.029638465493917465,0.018563641235232353
715000,41.95368194580078,0.0,0.016663186252117157,0.0,-41.95368194580078,0.011407257057726383,0.018218407407402992
720000,42.18830108642578,0.0,0.009306925348937511,0.0,-42.18830108642578,0.006596695631742477,0.01056219544261694
725000,36.86109924316406,0.0,0.009194543585181236,0.0,-36.86109924316406,0.10502013564109802,0.010664587840437889
730000,37.206703186035156,0.0,0.023344138637185097,0.0,-37.206703186035156,0.013442402705550194,0.02452634647488594
735000,35.15460968017578,0.0,0.016253579407930374,0.0,-35.15460968017578,0.0056330240331590176,0.017635710537433624
740000,31.75958824157715,0.0,0.00980411097407341,0.0,-31.75958824157715,0.012346857227385044,0.01117515005171299
745000,29.462623596191406,0.0,0.009115359745919704,0.0,-29.462623596191406,0.005539897363632917,0.010380170308053493
750000,35.42146301269531,0.0,0.024821026250720024,0.0,-35.42146301269531,0.0320003479719162,0.026889726519584656
755000,33.35672378540039,0.0,0.009250794537365437,0.0,-33.35672378540039,0.0041100699454545975,0.010608314536511898
760000,33.27984619140625,0.0,0.006384997628629208,0.0,-33.27984619140625,0.004988439381122589,0.007936173118650913
765000,30.786075592041016,0.0,0.006316097918897867,0.0,-30.786075592041016,0.013141561299562454,0.00821565743535757
770000,29.683744430541992,0.0,0.01562853902578354,0.0,-29.683744430541992,0.03711438551545143,0.01681743562221527
775000,28.192344665527344,0.0,0.005465539172291756,0.0,-28.192344665527344,0.005734223872423172,0.007027761545032263
780000,28.136531829833984,0.0,0.015738816931843758,0.0,-28.136531829833984,0.027377493679523468,0.017100311815738678
785000,25.625961303710938,0.0,0.003352005733177066,0.0,-25.625961303710938,0.017601564526557922,0.005062419455498457
790000,24.48033905029297,0.0,0.006193447392433882,0.0,-24.48033905029297,0.01226603053510189,0.0074327182956039906
795000,25.611900329589844,0.0,0.004610089585185051,0.0,-25.611900329589844,0.0021609009709209204,0.006133691873401403
800000,21.575477600097656,0.0,0.001648377743549645,0.0,-21.575477600097656,0.00026888944557867944,0.0032300956081598997
800000,21.575477600097656,0.0,0.001648377743549645,0.0,-21.575477600097656,0.00026888944557867944,0.0032300956081598997
805000,17.28328514099121,0.0,0.0008285046787932515,0.0,-17.28328514099121,8.063252607826144e-05,0.0024353829212486744
810000,14.121721267700195,0.0,0.0019609376322478056,0.0,-14.121721267700195,0.00029319580062292516,0.0038627986796200275
815000,11.96200180053711,0.0,0.0010901156347244978,0.0,-11.96200180053711,9.549406240694225e-05,0.0027624003123492002
820000,9.581010818481445,0.0,0.002233076374977827,0.0,-9.581010818481445,0.00021706291590817273,0.0035909838043153286
825000,7.9098663330078125,0.0,0.0009273895993828773,0.0,-7.9098663330078125,7.779855513945222e-05,0.0022779402788728476
830000,6.3143415451049805,0.0,0.0006894361576996744,0.0,-6.3143415451049805,7.572727918159217e-05,0.0023229371290653944
835000,5.327632904052734,0.0,0.0008830179576762021,0.0,-5.327632904052734,0.00012483888713177294,0.002492851112037897
840000,4.3628997802734375,0.0,0.0012219247873872519,0.0,-4.3628997802734375,0.0001000718111754395,0.002734194276854396
845000,3.797717809677124,0.0,0.002376002026721835,0.0,-3.797717809677124,0.00011889181769220158,0.0036957673728466034
850000,3.434208393096924,0.0,0.0014410436851903796,0.0,-3.434208393096924,9.174006117973477e-05,0.002879047067835927
855000,3.0363171100616455,0.0,0.001476272358559072,0.0,-3.0363171100616455,0.0003817462420556694,0.0027677849866449833
860000,2.7872085571289062,0.0,0.0005679411697201431,0.0,-2.7872085571289062,4.4787073420593515e-05,0.0016114063328132033
865000,2.278841018676758,0.0,0.00047510373406112194,0.0,-2.278841018676758,6.0437458159867674e-05,0.0013484627706930041
870000,1.868312954902649,0.0,0.00045253458665683866,0.0,-1.868312954902649,2.3766446247464046e-05,0.00144678121432662
875000,1.6380615234375,0.0,0.00044865027302876115,0.0,-1.6380615234375,3.9468093746108934e-05,0.001515612588264048
880000,1.3659377098083496,0.0,0.00036001121043227613,0.0,-1.3659377098083496,1.9488357793306932e-05,0.0012885555624961853
885000,1.1878880262374878,0.0,0.0005395665648393333,0.0,-1.1878880262374878,5.621191667160019e-05,0.0013971172738820314
890000,1.0473015308380127,0.0,0.00039123467286117375,0.0,-1.0473015308380127,1.0012935490522068e-05,0.0012286592973396182
895000,1.012040138244629,0.0,0.0007661605486646295,0.0,-1.012040138244629,6.903712346684188e-05,0.001868735533207655
900000,1.048221468925476,0.0,0.0009478479623794556,0.0,-1.048221468925476,8.714724390301853e-05,0.0018975448329001665
900000,1.048221468925476,0.0,0.0009478479623794556,0.0,-1.048221468925476,8.714724390301853e-05,0.0018975448329001665
905000,1.2517995834350586,0.0,0.0017984469886869192,0.0,-1.2517995834350586,0.00016315341053996235,0.002605295041576028
910000,1.7795463800430298,0.0,0.001507891109213233,0.0,-1.7795463800430298,0.0001665040326770395,0.002290402539074421
915000,1.7601613998413086,0.0,0.0006670983857475221,0.0,-1.7601613998413086,4.660991544369608e-05,0.0014068476157262921
920000,1.4965975284576416,0.0,0.00042200516327284276,0.0,-1.4965975284576416,2.34913059102837e-05,0.001100367633625865
925000,1.4285249710083008,0.0,0.0006476656999439001,0.0,-1.4285249710083008,2.5693041607155465e-05,0.0012044940376654267
930000,1.2486608028411865,0.0,0.0004901296342723072,0.0,-1.2486608028411865,1.3205218237999361e-05,0.001088615506887436
935000,1.3037762641906738,0.0,0.0006823405274190009,0.0,-1.3037762641906738,9.445701289223507e-05,0.0013017639284953475
940000,1.119847297668457,0.0,0.00028087612008675933,0.0,-1.119847297668457,7.974507752805948e-06,0.0006924009649083018
945000,0.9781468510627747,0.0,0.0005561003927141428,0.0,-0.9781468510627747,2.8563110390678048e-05,0.0010031943675130606
950000,0.8798277378082275,0.0,0.0002328513073734939,0.0,-0.8798277378082275,2.5857039872789755e-05,0.000549757678527385
955000,0.7453280687332153,0.0,0.00024218478938564658,0.0,-0.7453280687332153,6.63127457301016e-06,0.0005864036502316594
960000,0.8237628936767578,0.0,0.0012857532128691673,0.0,-0.8237628936767578,6.776429654564708e-05,0.0015374855138361454
965000,1.0599907636642456,0.0,0.0011574901873245835,0.0,-1.0599907636642456,0.00044184192665852606,0.0014888691948726773
970000,1.1239891052246094,0.0,0.0004431829147506505,0.0,-1.1239891052246094,1.2684591638389975e-05,0.0006490679807029665
975000,0.9612442851066589,0.0,0.00024286673578899354,0.0,-0.9612442851066589,0.00013304056483320892,0.0005704772775061429
980000,0.7869206666946411,0.0,0.00024059000134002417,0.0,-0.7869206666946411,0.00012990590767003596,0.0004962293314747512
985000,0.6554147005081177,0.0,0.0001743059401633218,0.0,-0.6554147005081177,1.0056261089630425e-05,0.0003948471858166158
990000,0.5612280964851379,0.0,0.00017445054254494607,0.0,-0.5612280964851379,0.00014764103980269283,0.0003846849431283772
995000,0.4803849458694458,0.0,0.00018719749641604722,0.0,-0.4803849458694458,4.926842848362867e-06,0.0004085603286512196
1000000,0.4485836327075958,0.0,0.00028163878596387804,0.0,-0.4485836327075958,1.65706587722525e-05,0.00048205608618445694
1000000,0.4485836327075958,0.0,0.00028163878596387804,0.0,-0.4485836327075958,1.65706587722525e-05,0.00048205608618445694
1005000,0.4233935475349426,0.0,0.00026470900047570467,0.0,-0.4233935475349426,0.00012312870239838958,0.00041736551793292165
1010000,0.4044550657272339,0.0,0.0002694219583645463,0.0,-0.4044550657272339,1.9934666852350347e-05,0.0004720469005405903
1015000,0.47860002517700195,0.0,0.00033654453000053763,0.0,-0.47860002517700195,2.5859131710603833e-05,0.0004889707779511809
1020000,0.5437580347061157,0.0,0.00042981081060133874,0.0,-0.5437580347061157,2.6564346626400948e-05,0.0006098350859247148
1025000,0.5087114572525024,0.0,0.0001904376840684563,0.0,-0.5087114572525024,1.4324002222565468e-05,0.00031120399944484234
1030000,0.45600640773773193,0.0,0.00025771631044335663,0.0,-0.45600640773773193,4.873747093370184e-05,0.0003986068768426776
1035000,0.43483981490135193,0.0,0.0001892671425594017,0.0,-0.43483981490135193,9.581819176673889e-05,0.00028569978894665837
1040000,0.3888149559497833,0.0,0.00019907442037947476,0.0,-0.3888149559497833,2.595495607238263e-05,0.0003143260255455971
1045000,0.3607940971851349,0.0,0.0002183089090976864,0.0,-0.3607940971851349,2.0877552742604166e-05,0.00032602428109385073
1050000,0.37958359718322754,0.0,0.0003312115150038153,0.0,-0.37958359718322754,1.8773429474094883e-05,0.00043235940393060446
1055000,0.4234456717967987,0.0,0.00033538087154738605,0.0,-0.4234456717967987,2.1191895939409733e-05,0.0004211646446492523
1060000,0.4683666527271271,0.0,0.00048527729813940823,0.0,-0.4683666527271271,1.3104783647577278e-05,0.0005455670179799199
1065000,0.5231371521949768,0.0,0.0004663041909225285,0.0,-0.5231371521949768,4.1253028030041605e-05,0.0005603397730737925
1070000,0.5401929616928101,0.0,0.0002509631449356675,0.0,-0.5401929616928101,8.639902262075339e-06,0.0003646443656180054
1075000,0.5012412667274475,0.0,0.00020630007202271372,0.0,-0.5012412667274475,2.6779969630297273e-05,0.00031787989428266883
1080000,0.46684372425079346,0.0,0.0002792486338876188,0.0,-0.46684372425079346,6.524055788759142e-05,0.00036258914042264223
1085000,0.5656970739364624,0.0,0.0010243479628115892,0.0,-0.5656970739364624,0.00015903019811958075,0.0012210048735141754
1090000,0.8271851539611816,0.0,0.0009500564192421734,0.0,-0.8271851539611816,0.00023147891624830663,0.001057496527209878
1095000,0.9892425537109375,0.0,0.0010897443862631917,0.0,-0.9892425537109375,0.012853351421654224,0.001165521563962102
1100000,1.987134337425232,0.0,0.008233192376792431,0.0,-1.987134337425232,0.0013618909288197756,0.008590933866798878
1100000,1.987134337425232,0.0,0.008233192376792431,0.0,-1.987134337425232,0.0013618909288197756,0.008590933866798878
1105000,3.5392532348632812,0.0,0.003286123974248767,0.0,-3.5392532348632812,0.0008293542196042836,0.006187489256262779
1110000,4.215324401855469,0.0,0.004786305129528046,0.0,-4.215324401855469,0.0005323325749486685,0.0049608806148171425
1115000,4.66970157623291,0.0,0.003055420471355319,0.0,-4.66970157623291,0.0003731470787897706,0.005071572493761778
